CCN,Hospital,Address,City,County,State,Zip,Latitude,Longitude
'100234','WEST PALM HOSPITAL','2201 45TH ST','WEST PALM BEACH','PALM BEACH','FL','33407',26.75898838,-80.08657075
'100211','BAYFRONT HEALTH DADE CITY','13100 FT KING RD','DADE CITY','PASCO','FL','33525',28.3483618,-82.20165892
'100256','REGIONAL MEDICAL CENTER BAYONET POINT','14000 FIVAY RD','HUDSON','PASCO','FL','34667',28.35993526,-82.68892658
'100063','MORTON PLANT NORTH BAY HOSPITAL','6600 MADISON ST','NEW PORT RICHEY','PASCO','FL','34652',28.25386086,-82.71542912
'100191','MEDICAL CENTER OF TRINITY',"'9332 SR 54, STE 401'",'TRINITY','PASCO','FL','34655',28.20598592,-82.66005389
'100319','FLORIDA HOSPITAL WESLEY CHAPEL','2600 BRUCE B DOWNS BLVD','WESLEY CHAPEL','PASCO','FL','33544',28.19392031,-82.3533695
'100046','FLORIDA HOSPITAL ZEPHYRHILLS','7050 GALL BLVD','ZEPHYRHILLS','PASCO','FL','33541',28.26078497,-82.1880164
'10009F','BAY PINES VA MEDICAL CENTER','10000 BAY PINES BLVD.','BAY PINES','PINELLAS','FL','33708',27.81385727,-82.77945771
'100127','MORTON PLANT HOSPITAL','300 PINELLAS ST','CLEARWATER','PINELLAS','FL','33756',27.951871,-82.80367313
'100043','MEASE DUNEDIN HOSPITAL','601 MAIN ST','DUNEDIN','PINELLAS','FL','34698',28.01427958,-82.78351054
'100248','LARGO MEDICAL CENTER','201 14TH ST SW','LARGO','PINELLAS','FL','33770',27.91484197,-82.80269775
'100265','MEASE COUNTRYSIDE HOSPITAL','3231 MCMULLEN BOOTH RD','SAFETY HARBOR','PINELLAS','FL','34695',28.03890038,-82.70894984
'100032','BAYFRONT HEALTH - ST PETERSBURG','701 6TH ST S','SAINT PETERSBURG','PINELLAS','FL','33701',27.76303951,-82.64169115
'100239','EDWARD WHITE HOSPITAL','2323 9TH AVE N','SAINT PETERSBURG','PINELLAS','FL','33713',27.78107894,-82.66466548
'100238','NORTHSIDE HOSPITAL','6000 49TH ST N','SAINT PETERSBURG','PINELLAS','FL','33709',27.82625023,-82.70004155
'100126','PALMS OF PASADENA HOSPITAL','1501 PASADENA AVE S','SAINT PETERSBURG','PINELLAS','FL','33707',27.75333499,-82.73831689
'100067','ST ANTHONYS HOSPITAL','1200 SEVENTH AVE N','SAINT PETERSBURG','PINELLAS','FL','33705',27.77930441,-82.65086
'100180','ST PETERSBURG GENERAL HOSPITAL','6500 38TH AVE N','SAINT PETERSBURG','PINELLAS','FL','33710',27.80633304,-82.72675029
'100055','FLORIDA HOSPITAL NORTH PINELLAS','1395 S PINELLAS AVE','TARPON SPRINGS','PINELLAS','FL','34689',28.13255785,-82.7586201
'100121','BARTOW REGIONAL MEDICAL CENTER','2200 OSPREY BLVD','BARTOW','POLK','FL','33831',27.9177149,-81.84359426
'100137','HEART OF FLORIDA REGIONAL MEDICAL CENTER','40100 US HWY 27 N','DAVENPORT','POLK','FL','33837',28.18037063,-81.63999183
'100099','LAKE WALES MEDICAL CENTER','410 S 11TH ST','LAKE WALES','POLK','FL','33853',27.89585036,-81.56470173
'100157','LAKELAND REGIONAL MEDICAL CENTER','1324 LAKELAND HILLS BLVD','LAKELAND','POLK','FL','33805',28.06087094,-81.95328112
'100052','WINTER HAVEN HOSPITAL','200 AVE F NE','WINTER HAVEN','POLK','FL','33881',28.02766333,-81.72599007
'100232','PUTNAM COMMUNITY MEDICAL CENTER','611 ZEAGLER DR','PALATKA','PUTNAM','FL','32177',29.6425909,-81.69348881
'100090','FLAGLER HOSPITAL','400 HEALTH PARK BLVD','SAINT AUGUSTINE','SAINT JOHNS','FL','32086',29.86260759,-81.32007115
'100246','LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE','1700 S 23RD ST','FORT PIERCE','SAINT LUCIE','FL','34950',27.43177001,-80.34731945
'100260','ST LUCIE MEDICAL CENTER','1800 SE TIFFANY AVE','PORT SAINT LUCIE','SAINT LUCIE','FL','34952',27.28923044,-80.29542183
'100266','GULF BREEZE HOSPITAL','1110 GULF BREEZE PKWY','GULF BREEZE','SANTA ROSA','FL','32561',30.35867759,-87.15681756
'100048','JAY HOSPITAL','14114 ALABAMA ST','JAY','SANTA ROSA','FL','32565',30.94982812,-87.15173254
'100124','SANTA ROSA MEDICAL CENTER','6002 BERRYHILL RD','MILTON','SANTA ROSA','FL','32570',30.63231653,-87.06761624
'100267','ENGLEWOOD COMMUNITY HOSPITAL','700 MEDICAL BLVD','ENGLEWOOD','SARASOTA','FL','34223',26.94978952,-82.33701557
'100166','DOCTORS HOSPITAL OF SARASOTA','5731 BEE RIDGE RD','SARASOTA','SARASOTA','FL','34233',27.29898796,-82.45485096
'100087','SARASOTA MEMORIAL HOSPITAL','1700 S TAMIAMI TRL','SARASOTA','SARASOTA','FL','34239',27.31781971,-82.52977117
'100070','VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH','540 THE RIALTO','VENICE','SARASOTA','FL','34285',27.09088241,-82.44439169
'100161','CENTRAL FLORIDA REGIONAL HOSPITAL','1401 W SEMINOLE BLVD','SANFORD','SEMINOLE','FL','32771',28.81619817,-81.28383449
'100290',"'VILLAGES REGIONAL HOSPITAL, THE'",'1451 EL CAMINO REAL','THE VILLAGES','SUMTER','FL','32159',28.9494473,-81.95804696
'101301','SHANDS LIVE OAK REGIONAL MEDICAL CENTER','1100 SW 11TH ST','LIVE OAK','SUWANNEE','FL','32060',30.28995065,-83.00360014
'100106','DOCTOR'S MEMORIAL HOSPITAL INC','333 N BYRON BUTLER PKWY','PERRY','TAYLOR','FL','32348',30.11966113,-83.59086747
'101303','LAKE BUTLER HOSPITAL','850 E MAIN ST','LAKE BUTLER','UNION','FL','32054',30.02356976,-82.32743307
'100068','FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER','301 MEMORIAL MEDICAL PARKWAY','DAYTONA BEACH','VOLUSIA','FL','32117',29.24267504,-81.10923814
'100017','HALIFAX HEALTH MEDICAL CENTER','303 N CLYDE MORRIS BLVD','DAYTONA BEACH','VOLUSIA','FL','32114',29.19939451,-81.05473406
'100045','FLORIDA HOSPITAL DELAND','701 W PLYMOUTH AVE','DELAND','VOLUSIA','FL','32720',29.04264846,-81.31693118
'100014','BERT FISH MEDICAL CENTER','401 PALMETTO ST','NEW SMYRNA BEACH','VOLUSIA','FL','32170',29.02073321,-80.92268257
'100072','FLORIDA HOSPITAL FISH MEMORIAL','1055 SAXON BLVD','ORANGE CITY','VOLUSIA','FL','32763',28.91132751,-81.28309097
'100081','HEALTHMARK REGIONAL MEDICAL CENTER','4413 US HWY 331 S','DEFUNIAK SPRINGS','WALTON','FL','32435',30.78753589,-86.18013229
'100292','SACRED HEART HOSPITAL ON THE EMERALD COAST','7800 US HWY 98 W','MIRAMAR BEACH','WALTON','FL','32550',30.37698735,-86.30749483
'110071','APPLING HOSPITAL','163 E TOLLISON STREET','BAXLEY','APPLING','GA','31513',31.769025,-82.34958675
'111327','BACON COUNTY HOSPITAL','302 SOUTH WAYNE STREET','ALMA','BACON','GA','31510',31.53914191,-82.45962025
'110150','OCONEE REGIONAL MEDICAL CENTER','821 N COBB STREET  POST OFFICE BOX 690','MILLEDGEVILLE','BALDWIN','GA','31061',33.08936656,-83.24804143
'110045','BARROW REGIONAL MEDICAL CENTER','316 NORTH BROAD STREET','WINDER','BARROW','GA','30680',34.00847147,-83.70677404
'110030','CARTERSVILLE MEDICAL CENTER','960 JOE FRANK HARRIS PARKWAY','CARTERSVILLE','BARTOW','GA','30120',34.19930456,-84.79394239
'110073','DORMINY MEDICAL CENTER',"'200 PERRY HOUSE ROAD, BOX 1447'",'FITZGERALD','BEN HILL','GA','31750',31.6974228,-83.26087785
'110234','SGMC BERRIEN CAMPUS','1221 E MCPHERSON AVENUE','NASHVILLE','BERRIEN','GA','31639',31.20363317,-83.23841757
'110164','COLISEUM MEDICAL CENTERS','350 HOSPITAL DRIVE','MACON','BIBB','GA','31217',32.84579838,-83.61879732
'110201','COLISEUM NORTHSIDE HOSPITAL','400 CHARTER BOULEVARD','MACON','BIBB','GA','31210',32.87178477,-83.69584726
'110107','MEDICAL CENTER OF CENTRAL GEORGIA','777 HEMLOCK STREET','MACON','BIBB','GA','31201',32.83272268,-83.6356843
'111302','BLECKLEY MEMORIAL HOSPITAL','145 EAST PEACOCK STREET','COCHRAN','BLECKLEY','GA','31014',32.3845826,-83.34588974
'111332','BROOKS COUNTY HOSPITAL','903 N COURT ST','QUITMAN','BROOKS','GA','31643',30.79500984,-83.55946863
'110075','EAST GEORGIA REGIONAL MEDICAL CENTER','1499 FAIR ROAD','STATESBORO','BULLOCH','GA','30458',32.41521371,-81.76871553
'110113','BURKE MEDICAL CENTER','351 LIBERTY STREET','WAYNESBORO','BURKE','GA','30830',33.0836305,-82.01172592
'111319','SYLVAN GROVE HOSPITAL','1050 MCDONOUGH ROAD','JACKSON','BUTTS','GA','30233',33.30382374,-83.9789138
'110146','SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS','2000 DAN PROCTOR DRIVE','SAINT MARYS','CAMDEN','GA','31558',30.78165033,-81.61648752
'111334','CANDLER COUNTY HOSPITAL','400 CEDAR STREET','METTER','CANDLER','GA','30439',32.40652665,-82.0663679
'110011','TANNER MEDICAL CENTER - CARROLLTON','705 DIXIE STREET','CARROLLTON','CARROLL','GA','30117',33.56967219,-85.07254371
'110015','TANNER MEDICAL CENTER VILLA RICA','601 DALLAS HIGHWAY','VILLA RICA','CARROLL','GA','30180',33.74420251,-84.9187005
'110004','HUTCHESON MEDICAL CENTER','100 GROSS CRESCENT','FORT OGLETHORPE','CATOOSA','GA','30742',34.94726114,-85.26290149
'110024','CANDLER HOSPITAL','5353 REYNOLDS STREET','SAVANNAH','CHATHAM','GA','31412',32.02767577,-81.10166466
'110036',"'MEMORIAL HEALTH UNIV MED CEN, INC'",'4700 WATERS AVENUE','SAVANNAH','CHATHAM','GA','31403',32.03232083,-81.09158058
'110043','ST JOSEPH'S HOSPITAL - SAVANNAH','11705 MERCY BOULEVARD','SAVANNAH','CHATHAM','GA','31419',31.98543218,-81.15294189
'110230','EMORY JOHNS CREEK HOSPITAL','6325 HOSPITAL PARKWAY','JOHNS CREEK','CHATTOOGA','GA','30097',34.06749915,-84.17527987
'110008','NORTHSIDE HOSPITAL CHEROKEE','201 HOSPITAL ROAD','CANTON','CHEROKEE','GA','30114',34.24575741,-84.49213245
'110074','ATHENS REGIONAL MEDICAL CENTER','1199 PRINCE AVENUE','ATHENS','CLARKE','GA','30606',33.96239287,-83.39796251
'110006','ST MARY'S HOSPITAL','1230 BAXTER STREET','ATHENS','CLARKE','GA','30606',33.94593829,-83.40443372
'110165','SOUTHERN REGIONAL MEDICAL CENTER',"'11 UPPER RIVERDALE ROAD, SW'",'RIVERDALE','CLAYTON','GA','30274',33.57779693,-84.38957821
'111308','CLINCH MEMORIAL HOSPITAL','1050 VALDOSTA HIGHWAY','HOMERVILLE','CLINCH','GA','31634',31.03276799,-82.76355856
'110143','WELLSTAR COBB HOSPITAL','3950 AUSTELL RD','AUSTELL','COBB','GA','30106',33.85609313,-84.60196779
'110035','WELLSTAR KENNESTONE HOSPITAL','677 CHURCH STREET','MARIETTA','COBB','GA','30060',33.96796329,-84.55019272
'110183','EMORY-ADVENTIST HOSPITAL','3949 SOUTH COBB DRIVE','SMYRNA','COBB','GA','30080',33.85605475,-84.51380013
'110089','COFFEE REGIONAL MEDICAL CENTER','1101 OCILLA ROAD','DOUGLAS','COFFEE','GA','31533',31.50964579,-82.86349945
'110105','COLQUITT REGIONAL MEDICAL CENTER','3131 THOMASVILLE HWY BOX 40','MOULTRIE','COLQUITT','GA','31768',31.13724854,-83.7829885
'110209','TURNING POINT HOSPITAL','3015 VETERANS PARKWAY','MOULTRIE','COLQUITT','GA','31788',31.13031796,-83.77272656
'110101','COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR','706 N PARRISH AVE','ADEL','COOK','GA','31620',31.14332862,-83.42454731
'110229',"'PIEDMONT NEWNAN HOSPITAL, INC'",'745 POPLAR ROAD','NEWNAN','COWETA','GA','30265',33.35940243,-84.75474734
'110233','SOUTHEASTERN REGIONAL MEDICAL CENTER','600 PARKWAY NORTH','NEWNAN','COWETA','GA','30265',33.39129043,-84.75530437
'110104','CRISP REGIONAL HOSPITAL','902 7TH STREET NORTH','CORDELE','CRISP','GA','31015',31.96010964,-83.78253311
'110132','MEMORIAL HOSPITAL AND MANOR','1500 E SHOTWELL STREET','BAINBRIDGE','DECATUR','GA','39819',30.90381618,-84.55362139
'110010','EMORY UNIVERSITY HOSPITAL',"'1364 CLIFTON ROAD, NE'",'ATLANTA','DEKALB','GA','30322',33.79233912,-84.32099325
'110203','WESLEY WOODS GERIATRIC HOSPITAL',"'1821 CLIFTON ROAD, NE'",'ATLANTA','DEKALB','GA','30329',33.80301944,-84.33308767
'11029F','DECATUR (ATLANTA) VA MEDICAL CENTER','1670 CLAIRMONT ROAD','DECATUR','DEKALB','GA','30033',33.80315444,-84.31065267
'110076','DEKALB MEDICAL CENTER','2701 N DECATUR ROAD','DECATUR','DEKALB','GA','30033',33.7919727,-84.28361899
'110226','DEKALB MEDICAL CENTER AT HILLANDALE','2801 DEKALB MEDICAL PARKWAY','LITHONIA','DEKALB','GA','30058',33.70637156,-84.14689606
'110092','DODGE COUNTY HOSPITAL','901 GRIFFIN AVE','EASTMAN','DODGE','GA','31023',32.18571994,-83.17874264
'110007','PHOEBE PUTNEY MEMORIAL HOSPITAL','417 THIRD AVENUE','ALBANY','DOUGHERTY','GA','31703',31.59024792,-84.15607061
'110184','WELLSTAR DOUGLAS HOSPITAL','8954 HOSPITAL DRIVE','DOUGLASVILLE','DOUGLAS','GA','30134',33.73847917,-84.73317022
'111314','PIONEER COMMUNITY HOSPITAL OF EARLY','11740 COLUMBIA STREET','BLAKELY','EARLY','GA','39823',31.37431045,-84.94632088
'111306','EFFINGHAM COUNTY HOSPITAL','459 GA HIGHWAY 119 SOUTH','SPRINGFIELD','EFFINGHAM','GA','31329',32.36470233,-81.32170957
'110026','ELBERT MEMORIAL HOSPITAL','4 MEDICAL DRIVE','ELBERTON','ELBERT','GA','30635',34.11280944,-82.87540271
'110109','EMANUEL COUNTY HOSPITAL AUTHORITY','117 KITE ROAD','SWAINSBORO','EMANUEL','GA','30401',32.59308386,-82.34650335
'110142','EVANS MEMORIAL HOSPITAL','200 N RIVER STREET','CLAXTON','EVANS','GA','30417',32.16422253,-81.90042931
'110189','FANNIN REGIONAL HOSPITAL','2855 OLD HIGHWAY 5 NORTH','BLUE RIDGE','FANNIN','GA','30513',34.91685095,-84.37540861
'110215','PIEDMONT FAYETTE HOSPITAL','1255 HIGHWAY 54 WEST','FAYETTEVILLE','FAYETTE','GA','30214',33.45103951,-84.50697214
'110054','FLOYD MEDICAL CENTER','304 TURNER MCCALL BLVD P O BOX 233','ROME','FLOYD','GA','30162',34.26043432,-85.17956701
'110168','REDMOND REGIONAL MEDICAL CENTER','501 REDMOND ROAD','ROME','FLOYD','GA','30165',34.278179,-85.19410858
'110005','NORTHSIDE HOSPITAL FORSYTH','1200 NORTHSIDE FORSYTH DRIVE','CUMMING','FORSYTH','GA','30041',34.17882827,-84.13858243
'110027',"'TY COBB REGIONAL MEDICAL CENTER, LLC'",'367 CLEAR CREEK PARKWAY','LAVONIA','FRANKLIN','GA','30553',34.43813357,-83.13012451
'110115','ATLANTA MEDICAL CENTER','303 PARKWAY DR NE','ATLANTA','FULTON','GA','30312',33.76270799,-84.37416001
'110078','EMORY UNIVERSITY HOSPITAL MIDTOWN','550 PEACHTREE ST NE','ATLANTA','FULTON','GA','30308',33.76952666,-84.38517963
'110079','GRADY MEMORIAL HOSPITAL',"'80 JESSE HILL, JR DRIVE SE'",'ATLANTA','FULTON','GA','30303',33.75168664,-84.38308916
'110161','NORTHSIDE HOSPITAL',"'1000 JOHNSON FERRY ROAD, NE'",'ATLANTA','FULTON','GA','30342',33.90790024,-84.35480907
'110083','PIEDMONT HOSPITAL','1968 PEACHTREE RD NW','ATLANTA','FULTON','GA','30309',33.80817839,-84.39365153
'110082',"'SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC'",'5665 PEACHTREE DUNWOODY ROAD','ATLANTA','FULTON','GA','30342',33.90823678,-84.35184214
'110198','NORTH FULTON HOSPITAL','3000 HOSPITAL BOULEVARD','ROSWELL','FULTON','GA','30076',34.0623441,-84.32048394
'110205','NORTH GEORGIA MEDICAL CENTER','1362 SOUTH MAIN STREET','ELLIJAY','GILMER','GA','30540',34.67838162,-84.49293098
'110025','SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS','2415 PARKWOOD DRIVE','BRUNSWICK','GLYNN','GA','31520',31.17385557,-81.48490347
'110023','GORDON HOSPITAL','1035 RED BUD ROAD','CALHOUN','GORDON','GA','30701',34.51188331,-84.92556141
'110121','GRADY GENERAL HOSPITAL',"'1155 5TH STREET, SE'",'CAIRO','GRADY','GA','39828',30.86313908,-84.20007463
'111329','ST MARY'S GOOD SAMARITAN HOSPITAL','5401 LAKE OCONEE PARKWAY','GREENSBORO','GREENE','GA','30642',33.47912233,-83.24238797
'110087','GWINNETT MEDICAL CENTER','1000 MEDICAL CENTER BOULEVARD','LAWRENCEVILLE','GWINNETT','GA','30045',33.96447385,-84.01469903
'110192','EASTSIDE MEDICAL CENTER','1700 MEDICAL WAY','SNELLVILLE','GWINNETT','GA','30078',33.87745528,-84.01959757
'110041','HABERSHAM COUNTY MEDICAL CTR','541 HISTORIC HIGHWAY 441-NORTH','DEMOREST','HABERSHAM','GA','30535',34.56410302,-83.54599944
'110029',"'NORTHEAST GEORGIA MEDICAL CENTER, INC'",'743 SPRING STREET','GAINESVILLE','HALL','GA','30501',34.30236786,-83.81873665
'111320','HIGGINS GENERAL HOSPITAL','200 ALLEN MEMORIAL DRIVE','BREMEN','HARALSON','GA','30110',33.71638647,-85.14456248
'110191','PIEDMONT HENRY HOSPITAL','1133 EAGLE'S LANDING PARKWAY','STOCKBRIDGE','HENRY','GA','30281',33.5093099,-84.22558316
'110153','PERRY HOSPITAL','1120 MORNINGSIDE DR','PERRY','HOUSTON','GA','31069',32.46011007,-83.71119765
'110069','HOUSTON MEDICAL CENTER','1601 WATSON BOULEVARD','WARNER ROBINS','HOUSTON','GA','31093',32.61818354,-83.63034088
'110130','IRWIN COUNTY HOSPITAL','710 N IRWIN AVENUE','OCILLA','IRWIN','GA','31774',31.60325481,-83.25033114
'110040','NORTHRIDGE MEDICAL CENTER','70 MEDICAL CENTER DRIVE','COMMERCE','JACKSON','GA','30529',34.21902837,-83.46862172
'111303','JASPER MEMORIAL HOSPITAL','898 COLLEGE STREET','MONTICELLO','JASPER','GA','31064',33.31459502,-83.6869087
'111333','JEFF DAVIS HOSPITAL',"'163 SOUTH TALLAHASSEE STREET, P O BOX 1690'",'HAZLEHURST','JEFF DAVIS','GA','31539',31.85765403,-82.60759306
'110100','JEFFERSON HOSPITAL','1067 PEACHTREE ST','LOUISVILLE','JEFFERSON','GA','30434',33.00865704,-82.40265573
'111326','SGMC LANIER CAMPUS','116 WEST THIGPEN AVENUE','LAKELAND','LANIER','GA','31635',31.0409307,-83.07662062
'11031F','DUBLIN VA MEDICAL CENTER','1826 VETERANS BOULEVARD','DUBLIN','LAURENS','GA','31021',32.53824399,-82.94036029
'110125','FAIRVIEW PARK HOSPITAL','200 INDUSTRIAL BOULEVARD','DUBLIN','LAURENS','GA','31021',32.53326844,-82.94933887
'111335','LIBERTY REGIONAL MEDICAL CENTER','462 E G MILES PARKWAY','HINESVILLE','LIBERTY','GA','31310',31.84039475,-81.60196358
'110122','SOUTH GEORGIA MEDICAL CENTER',"'2501 NORTH PATTERSON STREET, PO BOX 1727'",'VALDOSTA','LOWNDES','GA','31603',30.86226968,-83.28883912
'110187','CHESTATEE REGIONAL HOSPITAL','227 MOUNTAIN DR','DAHLONEGA','LUMPKIN','GA','30533',34.52287992,-83.97610909
'110190','FLINT RIVER COMMUNITY HOSPITAL',"'509 SUMTER STREET, BOX 770'",'MONTEZUMA','MACON','GA','31063',32.2940121,-84.02988077
'110111','UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER',"'521 HILL STREET, SW'",'THOMSON','MCDUFFIE','GA','30824',33.46072773,-82.50741863
'111316','WARM SPRINGS MEDICAL CENTER','5995 SPRING STREET','WARM SPRINGS','MERIWETHER','GA','31830',32.89079537,-84.68366393
'111305','MILLER COUNTY HOSPITAL','209 N CUTHBERT STREET','COLQUITT','MILLER','GA','39837',31.17531008,-84.73458291
'111331','MITCHELL COUNTY HOSPITAL','90 STEPHENS STREET','CAMILLA','MITCHELL','GA','31730',31.22918637,-84.21318849
'111318','MONROE COUNTY HOSPITAL','88 MARTIN LUTHER KING JR DRIVE','FORSYTH','MONROE','GA','31029',33.03155348,-83.94649889
'111304','MORGAN MEMORIAL HOSPITAL','1077 SOUTH MAIN STREET','MADISON','MORGAN','GA','30650',33.58401389,-83.47996147
'110050','MURRAY MEDICAL CENTER',"'707 OLD DALTON ELLIJAY ROAD, PO BOX 1406'",'CHATSWORTH','MURRAY','GA','30705',34.77583598,-84.78678066
'110186','DOCTORS SPECIALTY HOSPITAL','616 19TH STREET','COLUMBUS','MUSCOGEE','GA','31901',32.48087303,-84.98548076
'110064','MIDTOWN MEDICAL CENTER','710 CENTER ST BOX 951','COLUMBUS','MUSCOGEE','GA','31901',32.48228458,-84.98003968
'110200','NORTHSIDE MEDICAL CENTER','100 FRIST COURT','COLUMBUS','MUSCOGEE','GA','31909',32.53510402,-84.95157025
'110129',"'ST FRANCIS HOSPITAL, INC'",'2122 MANCHESTER EXPRESSWAY','COLUMBUS','MUSCOGEE','GA','31995',32.50690308,-84.96146144
'110018','NEWTON MEDICAL CENTER','5126 HOSPITAL DRIVE NE','COVINGTON','NEWTON','GA','30014',33.60214118,-83.84856116
'110042','WELLSTAR PAULDING HOSPITAL','2518 JIMMY LEE SMITH PARKWAY','HIRAM','PAULDING','GA','30141',33.9026141,-84.77901268
'111310',"'MEDICAL CENTER OF PEACH COUNTY, THE'",'1960 HIGHWAY 247 CONNECTOR','BYRON','PEACH','GA','31008',32.65347319,-83.75899951
'110225','PIEDMONT MOUNTAINSIDE HOSPITAL INC','1266 HIGHWAY 515 SOUTH','JASPER','PICKENS','GA','30143',34.44710829,-84.4462313
'111330','POLK MEDICAL CENTER','424 N MAIN STREET','CEDARTOWN','POLK','GA','30125',34.01919897,-85.25292088
'110135','TAYLOR REGIONAL HOSPITAL','222 PERRY HWY','HAWKINSVILLE','PULASKI','GA','31036',32.29662645,-83.48744696
'111313','PUTNAM GENERAL HOSPITAL','101 LAKE OCONEE PARKWAY','EATONTON','PUTNAM','GA','31024',33.33545132,-83.37098183
'111336','MOUNTAIN LAKES MEDICAL CENTER','196 RIDGECREST CIRCLE','CLAYTON','RABUN','GA','30525',34.88365832,-83.41513036
'111300','SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER','361 RANDOLPH STREET','CUTHBERT','RANDOLPH','GA','39840',31.7747628,-84.79311192
'11030F','AUGUSTA VA MEDICAL CENTER','950 15TH STREET','AUGUSTA','RICHMOND','GA','30901',33.47365946,-81.9890491
'110177','DOCTORS HOSPITAL','3651 WHEELER ROAD','AUGUSTA','RICHMOND','GA','30909',33.48252742,-82.09114588
'110034','MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS','1120 15TH STREET','AUGUSTA','RICHMOND','GA','30912',33.42882228,-82.17254794
'110039','TRINITY HOSPITAL OF AUGUSTA','2260 WRIGHTSBORO RD','AUGUSTA','RICHMOND','GA','30904',33.46767286,-82.01793354
'110028','UNIVERSITY HOSPITAL','1350 WALTON WAY','AUGUSTA','RICHMOND','GA','30901',33.47343476,-81.98248109
'110091','ROCKDALE MEDICAL CENTER',"'1412 MILSTEAD AVENUE, NE'",'CONYERS','ROCKDALE','GA','30012',33.68157949,-84.00298075
'110194','DONALSONVILLE HOSPITAL INC','102 HOSPITAL CIR','DONALSONVILLE','SEMINOLE','GA','39845',31.05151377,-84.88124231
'110031','SPALDING REGIONAL HOSPITAL','601 SOUTH 8TH STREET','GRIFFIN','SPALDING','GA','30223',33.23911134,-84.2657229
'110032','STEPHENS COUNTY HOSPITAL','163 HOSPITAL DRIVE','TOCCOA','STEPHENS','GA','30577',34.59342249,-83.34788117
'110044','PHOEBE SUMTER MEDICAL CENTER','126 HIGHWAY 280 W','AMERICUS','SUMTER','GA','31719',32.06385085,-84.2571158
'110038','JOHN D ARCHBOLD MEMORIAL HOSPITAL','915 GORDON AVENUE & MIMOSA DRIVE','THOMASVILLE','THOMAS','GA','31792',30.83642184,-83.9804865
'110095','TIFT REGIONAL MEDICAL CENTER','901 E 18TH STREET','TIFTON','TIFT','GA','31793',31.47025248,-83.48977265
'110128','MEADOWS REGIONAL MEDICAL CENTER','ONE MEADOWS PARKWAY','VIDALIA','TOOMBS','GA','30474',32.20810614,-82.37758285
'111324','CHATUGE REGIONAL HOSPITAL','110 EAST MAIN STREET','HIAWASSEE','TOWNS','GA','30546',34.94959237,-83.75803891
'110016','WEST GEORGIA MEDICAL CENTER','1514 VERNON ROAD','LAGRANGE','TROUP','GA','30240',33.03202405,-85.05583101
'110051','UNION GENERAL HOSPITAL','35 HOSPITAL ROAD','BLAIRSVILLE','UNION','GA','30512',34.8847483,-83.9627091
'110002','UPSON REGIONAL MEDICAL CENTER','801 W GORDON STREET','THOMASTON','UPSON','GA','30286',32.88718258,-84.33558114
'110046','CLEARVIEW  REGIONAL MEDICAL CENTER','2151 WEST SPRING STREET','MONROE','WALTON','GA','30655',33.79894025,-83.74664881
'110003',"'MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC'",'1900 TEBEAU STREET','WAYCROSS','WARE','GA','31501',31.22601354,-82.34916085
'110086','WASHINGTON COUNTY REGIONAL MEDICAL CENTER','610 SPARTA ROAD','SANDERSVILLE','WASHINGTON','GA','31082',32.99689825,-82.80488191
'110124','WAYNE MEMORIAL HOSPITAL','865 SOUTH FIRST STREET','JESUP','WAYNE','GA','31545',31.60228612,-81.89740445
'110001','HAMILTON MEDICAL CENTER','1200 MEMORIAL DRIVE','DALTON','WHITFIELD','GA','30720',34.78888775,-84.9842409
'111325','WILLS MEMORIAL HOSPITAL','120 GORDON STREET','WASHINGTON','WILKES','GA','30673',33.7290535,-82.74100517
'111328','PHOEBE WORTH MEDICAL CENTER','807 SOUTH ISABELLA STREET','SYLVESTER','WORTH','GA','31791',31.53758288,-83.8370925
'650001','GUAM MEMORIAL HOSPITAL AUTHORITY','85O GOV CARLOS G CAMACHO ROAD','TAMUNING','','GU','96913',,
'120005','HILO MEDICAL CENTER','1190 WAIANUENUE AVENUE','HILO','HAWAII','HI','96720',19.71754746,-155.1127528
'120028','NORTH HAWAII COMMUNITY HOSPITAL','67 1125 MAMALAHOA HIGHWAY','KAMUELA','HAWAII','HI','96743',20.02031225,-155.6690279
'120019','KONA COMMUNITY HOSPITAL','79-1019 HAUKAPILA STREET','KEALAKEKUA','HAWAII','HI','96750',19.52030445,-155.9196011
'121301','KAU HOSPITAL','1 KAMANI STREET','PAHALA','HAWAII','HI','96777',19.20200947,-155.4740966
'120026','PALI MOMI MEDICAL CENTER','98-1079 MOANALUA ROAD','AIEA','HONOLULU','HI','96701',21.38405577,-157.9377745
'120011','KAISER FOUNDATION HOSPITAL','3288 MOANALUA RD','HONOLULU','HONOLULU','HI','96819',21.3624816,-157.9003
