ccn,hospital,city,county,state,latitude,longitude,year,Domain_1_Score,AHRQ_PSI_90_Score,Domain_1_Start_Date,Domain_1_End_Date,Domain_2_Score,CLABSI_Score,CAUTI_Score,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score
050290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,SANTA MONICA,LOS ANGELES,CA,34.02980353400005, -118.47866736499998,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,6,3,01/01/2012 00:00:00,12/31/2013 00:00:00,5.375
050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,SANTA MONICA,LOS ANGELES,CA,34.02753937500006, -118.48612243499997,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,6.5,9,4,01/01/2012 00:00:00,12/31/2013 00:00:00,7.025
050755,SHERMAN OAKS HOSPITAL,SHERMAN OAKS,LOS ANGELES,CA,34.16019126500004, -118.44873216899998,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,8,10,6,01/01/2012 00:00:00,12/31/2013 00:00:00,5.55
050738,GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,LOS ANGELES,CA,34.048023544000046, -118.04247101799996,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,4,7,1,01/01/2012 00:00:00,12/31/2013 00:00:00,3.65
050378,PACIFICA HOSPITAL OF THE VALLEY,SUN VALLEY,LOS ANGELES,CA,34.24086827700006, -118.39541954699996,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,10,10,10,01/01/2012 00:00:00,12/31/2013 00:00:00,7.55
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,LOS ANGELES,CA,34.32448821600008, -118.44598282499999,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,7.5,7,8,01/01/2012 00:00:00,12/31/2013 00:00:00,6.625
050761,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,LOS ANGELES,CA,34.16979783900007, -118.53259984899995,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,6.5,9,4,01/01/2012 00:00:00,12/31/2013 00:00:00,7.025
050376,LAC/HARBOR-UCLA MED CENTER,TORRANCE,LOS ANGELES,CA,33.83155357800007, -118.29352902699998,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,8,7,9,01/01/2012 00:00:00,12/31/2013 00:00:00,8.7
050353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,TORRANCE,LOS ANGELES,CA,33.83760766700004, -118.35704971499996,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,8,9,7,01/01/2012 00:00:00,12/31/2013 00:00:00,5.55
050351,TORRANCE MEMORIAL MEDICAL CENTER,TORRANCE,LOS ANGELES,CA,33.81282438900007, -118.34425016799997,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,2,9,01/01/2012 00:00:00,12/31/2013 00:00:00,6.725
050624,HENRY MAYO NEWHALL  HOSPITAL,VALENCIA,LOS ANGELES,CA,34.395446882000044, -118.55476053299998,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,5,4,01/01/2012 00:00:00,12/31/2013 00:00:00,6.425
050126,VALLEY PRESBYTERIAN HOSPITAL,VAN NUYS,LOS ANGELES,CA,34.19395773200006, -118.463199068,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,7,9,5,01/01/2012 00:00:00,12/31/2013 00:00:00,5.6
050096,DOCTORS HOSPITAL OF WEST COVINA, INC,WEST COVINA,LOS ANGELES,CA,34.07080530800005, -117.94439455099996,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,6
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,WEST HILLS,LOS ANGELES,CA,34.203370722000045, -118.62938575999999,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,8,9,7,01/01/2012 00:00:00,12/31/2013 00:00:00,6.25
050169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,WHITTIER,LOS ANGELES,CA,33.96755740100008, -118.04751340299998,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,3,8,01/01/2012 00:00:00,12/31/2013 00:00:00,6.725
050735,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,LOS ANGELES,CA,33.95062346700007, -118.00516358899995,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,7,9,5,01/01/2012 00:00:00,12/31/2013 00:00:00,7
050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,WOODLAND HILLS,LOS ANGELES,CA,34.17225104700003, -118.58815250799995,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,1,10,01/01/2012 00:00:00,12/31/2013 00:00:00,6.025
050552,MOTION PICTURE & TELEVISION HOSPITAL,WOODLAND HILLS,LOS ANGELES,CA,34.158396854000046, -118.636052587,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,8
050568,MADERA COMMUNITY HOSPITAL,MADERA,MADERA,CA,36.94538316300003, -120.04470009699997,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,1,10,01/01/2012 00:00:00,12/31/2013 00:00:00,5.675
050360,MARIN GENERAL HOSPITAL,GREENBRAE,MARIN,CA,37.948586214000045, -122.53687479599995,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,7,8,6,01/01/2012 00:00:00,12/31/2013 00:00:00,8.05
050131,NOVATO COMMUNITY HOSPITAL,NOVATO,MARIN,CA,38.09826762200004, -122.55974182799997,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,1,8,01/01/2012 00:00:00,12/31/2013 00:00:00,3.975
050510,KAISER FOUNDATION HOSPITAL,SAN RAFAEL,MARIN,CA,38.00489937900005, -122.55420050499998,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,6,8,4,01/01/2012 00:00:00,12/31/2013 00:00:00,6.7
050301,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,UKIAH,MENDOCINO,CA,39.15235707100004, -123.20360807199995,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,1,1,1,01/01/2012 00:00:00,12/31/2013 00:00:00,3.1
050528,MEMORIAL HOSPITAL LOS BANOS,LOS BANOS,MERCED,CA,37.063397562000034, -120.85995100399998,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,5
050444,MERCY MEDICAL CENTER,MERCED,MERCED,CA,37.338748321000025, -120.46671867899994,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,9,2,01/01/2012 00:00:00,12/31/2013 00:00:00,6.375
050189,GEORGE L MEE MEMORIAL HOSPITAL,KING CITY,MONTEREY,CA,36.20660113400004, -121.13199436999997,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,6,0,6,01/01/2012 00:00:00,12/31/2013 00:00:00,6.35
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,MONTEREY,CA,36.59759100200006, -121.89676979899997,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,2,2,2,01/01/2012 00:00:00,12/31/2013 00:00:00,4.1
050248,NATIVIDAD MEDICAL CENTER,SALINAS,MONTEREY,CA,36.697264922000045, -121.62887835599997,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,10,10,10,01/01/2012 00:00:00,12/31/2013 00:00:00,8.95
050334,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,MONTEREY,CA,36.659893821000026, -121.64602498299996,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,6,6,6,01/01/2012 00:00:00,12/31/2013 00:00:00,5.3
050009,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,NAPA,CA,38.32351797500007, -122.29621497699998,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,10,10,10,01/01/2012 00:00:00,12/31/2013 00:00:00,9.65
050013,ST HELENA HOSPITAL,SAINT HELENA,NAPA,CA,38.54204403800003, -122.47535602899995,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,8.5,7,10,01/01/2012 00:00:00,12/31/2013 00:00:00,8.675
050150,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,NEVADA,CA,39.22850974200003, -121.04687185599994,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,1,1,1,01/01/2012 00:00:00,12/31/2013 00:00:00,1
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ANAHEIM,ORANGE,CA,33.847188424000024, -117.93230693999999,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,6,8,4,01/01/2012 00:00:00,12/31/2013 00:00:00,7.4
050609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY,ANAHEIM,ORANGE,CA,33.85438719500007, -117.81668830999996,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,5,4,6,01/01/2012 00:00:00,12/31/2013 00:00:00,4.3
050426,WEST ANAHEIM MEDICAL CENTER,ANAHEIM,ORANGE,CA,33.824767791000056, -117.99465938799995,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,2.5,3,2,01/01/2012 00:00:00,12/31/2013 00:00:00,1.975
050744,WESTERN MEDICAL CENTER HOSP ANAHEIM,ANAHEIM,ORANGE,CA,33.820059567000044, -117.908790195,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,9,8,10,01/01/2012 00:00:00,12/31/2013 00:00:00,6.9
050543,COLLEGE HOSPITAL COSTA MESA,COSTA MESA,ORANGE,CA,33.65259268900007, -117.91186909199996,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,7
050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,DOWNEY,ORANGE,CA,33.927200398000025, -118.15750585999996,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,7.5,9,6,01/01/2012 00:00:00,12/31/2013 00:00:00,7.325
050570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,FOUNTAIN VALLEY,ORANGE,CA,33.71503023200006, -117.93698653099995,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,5,7,3,01/01/2012 00:00:00,12/31/2013 00:00:00,4.65
050678,ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,ORANGE,CA,33.70166035600005, -117.95655206999999,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,3,3,3,01/01/2012 00:00:00,12/31/2013 00:00:00,4.75
050168,ST JUDE MEDICAL CENTER,FULLERTON,ORANGE,CA,33.89354749200004, -117.92746292199996,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,5,4,6,01/01/2012 00:00:00,12/31/2013 00:00:00,4.3
050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,GARDEN GROVE,ORANGE,CA,33.77450756200005, -117.91302943999995,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,10,10,10,01/01/2012 00:00:00,12/31/2013 00:00:00,6.85
050526,HUNTINGTON BEACH HOSPITAL,HUNTINGTON BEACH,ORANGE,CA,33.70369062700007, -117.98904662399997,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,6.5,10,3,01/01/2012 00:00:00,12/31/2013 00:00:00,4.575
050769,HOAG ORTHOPEDIC INSTITUTE,IRVINE,ORANGE,CA,33.66200076600006, -117.77337908599998,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,5
050580,LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,ORANGE,CA,33.84754955400007, -118.03730303399999,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,6,3,01/01/2012 00:00:00,12/31/2013 00:00:00,3.275
050603,SADDLEBACK MEMORIAL MEDICAL CENTER,LAGUNA HILLS,ORANGE,CA,33.60802273400003, -117.70825152199996,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,7,4,10,01/01/2012 00:00:00,12/31/2013 00:00:00,7.35
050551,LOS ALAMITOS MEDICAL CENTER,LOS ALAMITOS,ORANGE,CA,33.80318785700007, -118.06679914399996,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,5.5,3,8,01/01/2012 00:00:00,12/31/2013 00:00:00,6.375
050567,MISSION HOSPITAL REGIONAL MED CENTER,MISSION VIEJO,ORANGE,CA,33.560831879000034, -117.66685940999997,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,4,5,01/01/2012 00:00:00,12/31/2013 00:00:00,6.425
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,ORANGE,CA,33.625259130000074, -117.92949428699995,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,5,4,6,01/01/2012 00:00:00,12/31/2013 00:00:00,5.7
050745,CHAPMAN MEDICAL CENTER,ORANGE,ORANGE,CA,33.78784752900003, -117.82585932099994,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,9,0,9,01/01/2012 00:00:00,12/31/2013 00:00:00,8.65
050069,ST JOSEPH HOSPITAL,ORANGE,ORANGE,CA,33.782311967000055, -117.86485484199994,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,7.5,7,8,01/01/2012 00:00:00,12/31/2013 00:00:00,7.675
050348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,ORANGE,ORANGE,CA,33.780122808000044, -117.89432157599998,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,6,5,7,01/01/2012 00:00:00,12/31/2013 00:00:00,6.7
050589,PLACENTIA LINDA HOSPITAL,PLACENTIA,ORANGE,CA,33.886721968000074, -117.84207067199998,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,9,10,8,01/01/2012 00:00:00,12/31/2013 00:00:00,7.95
050747,COASTAL COMMUNITIES HOSPITAL,SANTA ANA,ORANGE,CA,33.71111938700005, -117.88538619899998,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,8.5,10,7,01/01/2012 00:00:00,12/31/2013 00:00:00,8.675
050746,WESTERN MEDICAL CENTER SANTA ANA,SANTA ANA,ORANGE,CA,33.75367965600003, -117.83418313099997,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,9.5,9,10,01/01/2012 00:00:00,12/31/2013 00:00:00,9.325
050498,SUTTER AUBURN FAITH HOSPITAL,AUBURN,PLACER,CA,38.94431786900003, -121.099430886,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,2,1,3,01/01/2012 00:00:00,12/31/2013 00:00:00,4.8
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,ROSEVILLE,PLACER,CA,38.746744172000035, -121.24720411499999,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,4,3,5,01/01/2012 00:00:00,12/31/2013 00:00:00,4.35
050309,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,PLACER,CA,38.76515247900005, -121.24922392099995,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,3,1,5,01/01/2012 00:00:00,12/31/2013 00:00:00,5.1
050054,SAN GORGONIO MEMORIAL HOSPITAL,BANNING,RIVERSIDE,CA,33.931814581000026, -116.94685308199996,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,2,1,3,01/01/2012 00:00:00,12/31/2013 00:00:00,4.1
050423,PALO VERDE HOSPITAL,BLYTHE,RIVERSIDE,CA,33.613040616000035, -114.59549601899994,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,4
050329,CORONA REGIONAL MEDICAL CENTER,CORONA,RIVERSIDE,CA,33.87299539400004, -117.56679179999998,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,2,3,1,01/01/2012 00:00:00,12/31/2013 00:00:00,2
050390,HEMET VALLEY MEDICAL CENTER,HEMET,RIVERSIDE,CA,33.751172703000066, -116.96029978999997,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,8.5,10,7,01/01/2012 00:00:00,12/31/2013 00:00:00,8.325
050534,JOHN F KENNEDY MEMORIAL HOSPITAL,INDIO,RIVERSIDE,CA,33.706773361000046, -116.23390938799997,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,5,8,2,01/01/2012 00:00:00,12/31/2013 00:00:00,3.95
050765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,MORENO VALLEY,RIVERSIDE,CA,33.89552826400006, -117.18676925799997,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,3,1,5,01/01/2012 00:00:00,12/31/2013 00:00:00,4.4
050292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,MORENO VALLEY,RIVERSIDE,CA,33.91013804600004, -117.19400904399998,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,7,4,10,01/01/2012 00:00:00,12/31/2013 00:00:00,6.3
050770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,MURRIETA,RIVERSIDE,CA,33.61349807200003, -117.16895728499998,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,9.5,9,10,01/01/2012 00:00:00,12/31/2013 00:00:00,6.525
050701,SOUTHWEST HEALTHCARE SYSTEM,MURRIETA,RIVERSIDE,CA,33.55784746900002, -117.18445777999995,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,1.5,2,1,01/01/2012 00:00:00,12/31/2013 00:00:00,3.075
050243,DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,RIVERSIDE,CA,33.838400437000075, -116.54556591,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,3,3,3,01/01/2012 00:00:00,12/31/2013 00:00:00,3.35
050573,EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,RIVERSIDE,CA,33.76418081300005, -116.40807679599999,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,4,3,5,01/01/2012 00:00:00,12/31/2013 00:00:00,4
050686,KAISER FOUNDATION HOSPITAL, RIVERSIDE,RIVERSIDE,RIVERSIDE,CA,33.906411809000076, -117.47082044899997,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,3.5,3,4,01/01/2012 00:00:00,12/31/2013 00:00:00,3.325
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,RIVERSIDE,CA,33.92581023100007, -117.44010648099999,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,6.5,4,9,01/01/2012 00:00:00,12/31/2013 00:00:00,4.925
050022,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,RIVERSIDE,CA,33.97596790600005, -117.38013482099996,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,6,4,8,01/01/2012 00:00:00,12/31/2013 00:00:00,5.3
050684,MENIFEE VALLEY MEDICAL CENTER,SUN CITY,RIVERSIDE,CA,33.71782630000007, -117.16778918299997,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,9,9,9,01/01/2012 00:00:00,12/31/2013 00:00:00,6.2
050775,TEMECULA VALLEY HOSPITAL,TEMECULA,RIVERSIDE,CA,33.47956074600006, -117.10482373699995,2015,0,,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,0
050516,MERCY SAN JUAN MEDICAL CENTER,CARMICHAEL,SACRAMENTO,CA,38.66806752200006, -121.31369999399999,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,4.5,5,4,01/01/2012 00:00:00,12/31/2013 00:00:00,6.075
050414,MERCY HOSPITAL OF FOLSOM,FOLSOM,SACRAMENTO,CA,38.670914811000046, -121.14624809599997,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,3.5,1,6,01/01/2012 00:00:00,12/31/2013 00:00:00,5.425
050674,KAISER FOUNDATION HOSP SO SACRAMENTO,SACRAMENTO,SACRAMENTO,CA,38.47142457500007, -121.42425612799997,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,5,2,8,01/01/2012 00:00:00,12/31/2013 00:00:00,5.7
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,SACRAMENTO,SACRAMENTO,CA,38.60286104700003, -121.39223491399997,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,6,3,9,01/01/2012 00:00:00,12/31/2013 00:00:00,4.6
050017,MERCY GENERAL HOSPITAL,SACRAMENTO,SACRAMENTO,CA,38.56945754900005, -121.45268246499995,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,1.5,1,2,01/01/2012 00:00:00,12/31/2013 00:00:00,4.125
050590,METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,SACRAMENTO,CA,38.46419544200006, -121.41742145499995,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,2.5,3,2,01/01/2012 00:00:00,12/31/2013 00:00:00,4.425
050108,SUTTER GENERAL HOSPITAL,SACRAMENTO,SACRAMENTO,CA,38.571607707000055, -121.46986183499996,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,3.5,3,4,01/01/2012 00:00:00,12/31/2013 00:00:00,2.625
050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,SACRAMENTO,CA,38.55406806800005, -121.45719438299994,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,6.5,6,7,01/01/2012 00:00:00,12/31/2013 00:00:00,7.725
050296,HAZEL HAWKINS MEMORIAL HOSPITAL,HOLLISTER,SAN BENITO,CA,36.83506370200007, -121.38624074399996,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,5,9,1,01/01/2012 00:00:00,12/31/2013 00:00:00,5
050300,ST MARY MEDICAL CENTER,APPLE VALLEY,SAN BERNARDINO,CA,34.540588300000024, -117.26566484099999,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,3.5,5,2,01/01/2012 00:00:00,12/31/2013 00:00:00,4.725
050298,BARSTOW COMMUNITY HOSPITAL,BARSTOW,SAN BERNARDINO,CA,34.89352415400003, -117.01687913099994,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,1,0,1,01/01/2012 00:00:00,12/31/2013 00:00:00,1.35
050618,BEAR VALLEY COMMUNITY HOSPITAL,BIG BEAR LAKE,SAN BERNARDINO,CA,34.246067595000056, -116.88889340399999,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,6
050586,CHINO VALLEY MEDICAL CENTER,CHINO,SAN BERNARDINO,CA,34.02627307300003, -117.68557937999998,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,1,1,1,01/01/2012 00:00:00,12/31/2013 00:00:00,1
050245,ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,SAN BERNARDINO,CA,34.07197091200004, -117.35279395499998,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,7,7,7,01/01/2012 00:00:00,12/31/2013 00:00:00,7.7
050140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,SAN BERNARDINO,CA,34.072841390000065, -117.43563677899999,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,3.5,2,5,01/01/2012 00:00:00,12/31/2013 00:00:00,5.425
050279,HI-DESERT MEDICAL CENTER,JOSHUA TREE,SAN BERNARDINO,CA,34.13261946600005, -116.27666596899996,2015,5,5,07/01/2011 00:00:00,06/30/2013 00:00:00,4,1,7,01/01/2012 00:00:00,12/31/2013 00:00:00,4.35
050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,SAN BERNARDINO,CA,34.04915047600008, -117.26115250599997,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,8.5,7,10,01/01/2012 00:00:00,12/31/2013 00:00:00,9.025
050758,MONTCLAIR HOSPITAL MEDICAL CENTER,MONTCLAIR,SAN BERNARDINO,CA,34.077687887000025, -117.69553970399994,2015,4,4,07/01/2011 00:00:00,06/30/2013 00:00:00,3,1,5,01/01/2012 00:00:00,12/31/2013 00:00:00,3.35
050272,REDLANDS COMMUNITY HOSPITAL,REDLANDS,SAN BERNARDINO,CA,34.036677025000074, -117.20385644499999,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,3.5,2,5,01/01/2012 00:00:00,12/31/2013 00:00:00,3.325
050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,SAN BERNARDINO,CA,34.13162910200003, -117.32252980599998,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,7.5,8,7,01/01/2012 00:00:00,12/31/2013 00:00:00,5.925
050129,ST BERNARDINE MEDICAL CENTER,SAN BERNARDINO,SAN BERNARDINO,CA,34.13432023400003, -117.27872595599996,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,7,7,7,01/01/2012 00:00:00,12/31/2013 00:00:00,5.25
050099,SAN ANTONIO COMMUNITY HOSPITAL,UPLAND,SAN BERNARDINO,CA,34.10108198700004, -117.63687680699996,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,8,8,8,01/01/2012 00:00:00,12/31/2013 00:00:00,7.65
050709,DESERT VALLEY HOSPITAL,VICTORVILLE,SAN BERNARDINO,CA,34.47092825500005, -117.29778008799997,2015,1,1,07/01/2011 00:00:00,06/30/2013 00:00:00,4,6,2,01/01/2012 00:00:00,12/31/2013 00:00:00,2.95
050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,VICTORVILLE,SAN BERNARDINO,CA,34.528181681000035, -117.29256255599995,2015,2,2,07/01/2011 00:00:00,06/30/2013 00:00:00,5,1,9,01/01/2012 00:00:00,12/31/2013 00:00:00,3.95
050222,SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,SAN DIEGO,CA,32.618714745000034, -117.02428484699999,2015,3,3,07/01/2011 00:00:00,06/30/2013 00:00:00,6.5,7,6,01/01/2012 00:00:00,12/31/2013 00:00:00,5.275
050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,CORONADO,SAN DIEGO,CA,32.69424599700005, -117.16796968299997,2015,9,9,07/01/2011 00:00:00,06/30/2013 00:00:00,7,10,4,01/01/2012 00:00:00,12/31/2013 00:00:00,7.7
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,SAN DIEGO,CA,33.03624751700005, -117.28340998099998,2015,8,8,07/01/2011 00:00:00,06/30/2013 00:00:00,8,6,10,01/01/2012 00:00:00,12/31/2013 00:00:00,8
050115,PALOMAR HEALTH DOWNTOWN CAMPUS,ESCONDIDO,SAN DIEGO,CA,33.12586453000006, -117.07628217199999,2015,7,7,07/01/2011 00:00:00,06/30/2013 00:00:00,7.5,5,10,01/01/2012 00:00:00,12/31/2013 00:00:00,7.325
050435,FALLBROOK HOSPITAL DISTRICT,FALLBROOK,SAN DIEGO,CA,33.38019787700006, -117.244459399,2015,6,6,07/01/2011 00:00:00,06/30/2013 00:00:00,0,0,0,01/01/2012 00:00:00,12/31/2013 00:00:00,6
050424,SCRIPPS GREEN HOSPITAL,LA JOLLA,SAN DIEGO,CA,32.896524129000056, -117.24180108499996,2015,10,10,07/01/2011 00:00:00,06/30/2013 00:00:00,9,8,10,01/01/2012 00:00:00,12/31/2013 00:00:00,9.35
